Feature,Target
-0.8634196446129225,0.8202857474284639
2.919091492757878,7.904872510106399
0.6346489161413231,4.08154226433737
-1.5766392495840331,0.3821306732171177
-2.3893051642775776,2.572433775573262
-2.0828451648940076,1.36979065541949
-1.5242536296929512,2.3558906727427047
-2.0359117604426658,2.5370497456421335
-1.8805978556921654,3.444036208111669
-1.2894289878369174,0.7768599712180307
-1.959758428231471,1.5557557173406151
2.3805925477585514,5.7460574133068665
-2.5185975260301467,1.986629332918274
0.14706833742152803,2.7238336249247723
-0.5376190380620312,2.7423810019493686
2.894271701451638,7.699428056097078
-2.327766586991686,3.6858909349242657
-0.6128664057255504,3.6083929981153537
2.8168225996522134,9.404219733443492
2.193042755363882,9.412954737627985
1.9024324256956797,4.551373194209495
-1.452583037730361,-0.2645663519465049
-1.974674475659605,-0.6930852066052549
1.011859319546586,5.7678554280570005
2.5762559347655145,8.87635174000387
0.3405773580835785,2.3151968201374906
0.4296761368193991,2.941939867575151
-1.320125438038295,-0.13699342290795968
1.6169575991516218,8.592861507303951
-1.8777375086548598,2.079043340012661
-1.057924581574538,1.665769820482632
-0.44738136830149955,2.7413436118981993
0.04566227210673013,2.7682186412587746
-1.5455416055095186,1.9846338580896488
-2.310979051564779,1.1736213536528757
0.6637202546497956,3.591185078569984
-1.2682166805584654,4.359006838577452
0.4874293285356739,4.624353072926509
-2.0738237083547864,4.466328618271508
-0.11315938887109489,1.1264196201269674
0.19553659530951517,0.7302466449742624
-2.6890587790654386,2.737779399419543
-0.9803743308364767,1.5837799518781
-2.1935119383661545,3.8535226512176908
-2.6197501771633935,0.27309837363819334
2.939761394339671,11.555185401355555
-1.0658769301516622,1.2651580370946194
1.8592466751278094,4.947324169693586
-1.472156071417417,0.09330911499791328
1.0890163333435758,1.1997096126894649
1.5613671593381193,6.015056738410785
0.5738324436470656,2.848451231120653
-0.17054286869904978,-0.09094178327857994
-0.5289545151163888,-0.3316762336808061
-0.906790400742028,1.0006669657617235
2.5771748654869553,10.401622297069897
1.9837164467263744,5.5618948901873235
2.790161463999075,6.427947531914647
-2.2542166590867314,1.9179151178364249
1.3852048512218653,3.9355157365246543
2.6300427409262266,4.043275186063238
-1.912601603006039,1.8349785431278778
-2.601022395799335,2.4352345606125043
1.4467238957403543,5.537538458213556
0.4468386790794714,5.320105224058233
2.0509726605496326,7.844064632032288
-2.161365740242263,1.771052155471984
1.771603871159341,3.681105146200216
-1.7902360797135328,5.672276235715297
-2.018064342805773,2.1070551540680076
-2.0144052124140424,2.035402905355809
1.8874483213882929,5.6324912736790305
0.991183324177201,3.7795326563924667
0.13839254861471595,1.9314281794848407
-0.8470170952589848,0.6512088742511449
2.2632032448786497,6.0039592968326865
-0.6453293554641877,1.5137657277237266
1.8995966368294628,4.888693171455719
-0.36519054857868927,0.6322228457911663
-0.7383334234505545,1.6938800401793985
-0.22392128598236116,1.4186832590443532
-1.1917327550151475,3.774370207546882
1.4856562810575067,0.6127888611907992
0.016322340554874692,3.6537158278391617
-1.6067238291190962,3.5531846911569125
2.3974474396474106,4.1612392039711485
-0.6966526717607318,1.031978409654428
0.26131716668393157,1.7382991984921035
2.438832665787282,5.3015175095661
0.7454279754839526,1.8565343774146916
-2.298611755749816,0.6773324778870666
2.638992741680851,10.749539752138391
0.7662483184285072,4.463334150896957
-0.9905663120574832,3.4073771397253365
-2.1643675640196767,3.2603840081354107
1.764151135621776,3.6266880934537333
0.7204365355710811,2.193170537044251
0.2007665518579289,2.954981997872267
2.3633554983057454,5.3228883906538265
1.731583267347185,6.300271218484143
